"연도","시도군","분기","주중/말","시간대","성별","인구수"
"2024","창원시 성산구","3분기","주말","야간","남","3719997"
"2024","창원시 성산구","3분기","주말","야간","여","3591783"
"2024","창원시 성산구","3분기","주말","오전","여","3566316"
"2024","창원시 성산구","3분기","주말","오전","남","3738502"
"2024","창원시 성산구","3분기","주말","오후","남","3720844"
"2024","창원시 성산구","3분기","주말","오후","여","3564016"
"2024","창원시 성산구","4분기","평일","새벽","여","9105017"
"2024","창원시 성산구","4분기","평일","새벽","남","9648336"
"2024","창원시 성산구","4분기","평일","야간","여","9271027"
"2024","창원시 성산구","4분기","평일","야간","남","10001474"
"2024","창원시 성산구","4분기","평일","오전","남","11108970"
"2024","창원시 성산구","4분기","평일","오전","여","9429485"
"2024","창원시 성산구","4분기","평일","오후","남","11123683"
"2024","창원시 성산구","4분기","평일","오후","여","9525732"
"2024","창원시 성산구","4분기","주말","새벽","여","3589964"
"2024","창원시 성산구","4분기","주말","새벽","남","3751645"
"2024","창원시 성산구","4분기","주말","야간","여","3590346"
"2024","창원시 성산구","4분기","주말","야간","남","3751157"
"2024","창원시 성산구","4분기","주말","오전","여","3538257"
"2024","창원시 성산구","4분기","주말","오전","남","3761065"
"2024","창원시 성산구","4분기","주말","오후","여","3556731"
"2024","창원시 성산구","4분기","주말","오후","남","3740409"
"2024","창원시 의창구","1분기","평일","새벽","남","8495384"
"2024","창원시 의창구","1분기","평일","새벽","여","8428915"
"2024","창원시 의창구","1분기","평일","야간","남","8544610"
"2024","창원시 의창구","1분기","평일","야간","여","8463869"
"2024","창원시 의창구","1분기","평일","오전","남","8374620"
"2024","창원시 의창구","1분기","평일","오전","여","8397435"
"2024","창원시 의창구","1분기","평일","오후","남","8410865"
"2024","창원시 의창구","1분기","평일","오후","여","8412196"
"2024","창원시 의창구","1분기","주말","새벽","남","3354115"
"2024","창원시 의창구","1분기","주말","새벽","여","3337588"
"2024","창원시 의창구","1분기","주말","야간","남","3391450"
"2024","창원시 의창구","1분기","주말","야간","여","3356854"
"2024","창원시 의창구","1분기","주말","오전","여","3321017"
"2024","창원시 의창구","1분기","주말","오전","남","3345863"
"2024","창원시 의창구","1분기","주말","오후","여","3288906"
"2024","창원시 의창구","1분기","주말","오후","남","3341773"
"2024","창원시 의창구","2분기","평일","새벽","남","8572223"
"2024","창원시 의창구","2분기","평일","새벽","여","8460205"
"2024","창원시 의창구","2분기","평일","야간","남","8590122"
"2024","창원시 의창구","2분기","평일","야간","여","8481403"
"2024","창원시 의창구","2분기","평일","오전","남","8412334"
"2024","창원시 의창구","2분기","평일","오전","여","8435138"
"2024","창원시 의창구","2분기","평일","오후","남","8435443"
"2024","창원시 의창구","2분기","평일","오후","여","8436786"
"2024","창원시 의창구","2분기","주말","새벽","남","3364158"
"2024","창원시 의창구","2분기","주말","새벽","여","3338714"
"2024","창원시 의창구","2분기","주말","야간","남","3385488"
"2024","창원시 의창구","2분기","주말","야간","여","3342900"
"2024","창원시 의창구","2분기","주말","오전","남","3369140"
"2024","창원시 의창구","2분기","주말","오전","여","3347158"
"2024","창원시 의창구","2분기","주말","오후","여","3285749"
"2024","창원시 의창구","2분기","주말","오후","남","3341304"
"2024","창원시 의창구","3분기","평일","새벽","남","8650838"
"2024","창원시 의창구","3분기","평일","새벽","여","8525445"
"2024","창원시 의창구","3분기","평일","야간","남","8655984"
"2024","창원시 의창구","3분기","평일","야간","여","8556759"
"2024","창원시 의창구","3분기","평일","오전","남","8499486"
"2024","창원시 의창구","3분기","평일","오전","여","8537503"
"2024","창원시 의창구","3분기","평일","오후","남","8503211"
"2024","창원시 의창구","3분기","평일","오후","여","8527596"
"2024","창원시 의창구","3분기","주말","새벽","남","3413153"
"2024","창원시 의창구","3분기","주말","새벽","여","3386334"
"2024","창원시 의창구","3분기","주말","야간","남","3420663"
"2024","창원시 의창구","3분기","주말","야간","여","3382830"
"2024","창원시 의창구","3분기","주말","오전","여","3389459"
"2024","창원시 의창구","3분기","주말","오전","남","3407993"
"2024","창원시 의창구","3분기","주말","오후","여","3325615"
"2024","창원시 의창구","3분기","주말","오후","남","3373353"
"2024","창원시 의창구","4분기","평일","새벽","남","8764801"
"2024","창원시 의창구","4분기","평일","새벽","여","8605456"
"2024","창원시 의창구","4분기","평일","야간","남","8792659"
"2024","창원시 의창구","4분기","평일","야간","여","8667278"
"2024","창원시 의창구","4분기","평일","오전","남","8645439"
"2024","창원시 의창구","4분기","평일","오전","여","8661864"
"2024","창원시 의창구","4분기","평일","오후","남","8698012"
"2024","창원시 의창구","4분기","평일","오후","여","8699295"
"2024","창원시 의창구","4분기","주말","새벽","남","3441727"
"2024","창원시 의창구","4분기","주말","새벽","여","3393800"
"2024","창원시 의창구","4분기","주말","야간","여","3404892"
"2024","창원시 의창구","4분기","주말","야간","남","3461709"
"2024","창원시 의창구","4분기","주말","오전","여","3424296"
"2024","창원시 의창구","4분기","주말","오전","남","3467220"
"2024","창원시 의창구","4분기","주말","오후","여","3356240"
"2024","창원시 의창구","4분기","주말","오후","남","3433383"
"2024","창원시 진해구","1분기","평일","새벽","남","7100775"
"2024","창원시 진해구","1분기","평일","새벽","여","5831174"
"2024","창원시 진해구","1분기","평일","야간","남","7021580"
"2024","창원시 진해구","1분기","평일","야간","여","5760525"
"2024","창원시 진해구","1분기","평일","오전","여","5457524"
"2024","창원시 진해구","1분기","평일","오전","남","6629290"
"2024","창원시 진해구","1분기","평일","오후","남","6601054"
"2024","창원시 진해구","1분기","평일","오후","여","5362334"
"2024","창원시 진해구","1분기","주말","새벽","남","2812446"
"2024","창원시 진해구","1분기","주말","새벽","여","2343857"
"2024","창원시 진해구","1분기","주말","야간","남","2813358"
"2024","창원시 진해구","1분기","주말","야간","여","2331367"
"2024","창원시 진해구","1분기","주말","오전","남","2726451"
"2024","창원시 진해구","1분기","주말","오전","여","2272396"
"2024","창원시 진해구","1분기","주말","오후","남","2701260"
"2024","창원시 진해구","1분기","주말","오후","여","2229608"
"2024","창원시 진해구","2분기","평일","새벽","남","7203289"
"2024","창원시 진해구","2분기","평일","새벽","여","5784540"
"2024","창원시 진해구","2분기","평일","야간","남","7084508"
"2024","창원시 진해구","2분기","평일","야간","여","5705937"
"2024","창원시 진해구","2분기","평일","오전","남","6707450"
"2024","창원시 진해구","2분기","평일","오전","여","5391352"
"2024","창원시 진해구","2분기","평일","오후","남","6674152"
"2024","창원시 진해구","2분기","평일","오후","여","5287491"
"2024","창원시 진해구","2분기","주말","새벽","남","2833921"
"2024","창원시 진해구","2분기","주말","새벽","여","2312126"
"2024","창원시 진해구","2분기","주말","야간","남","2828634"
"2024","창원시 진해구","2분기","주말","야간","여","2278189"
"2024","창원시 진해구","2분기","주말","오전","남","2727586"
"2024","창원시 진해구","2분기","주말","오전","여","2218931"
"2024","창원시 진해구","2분기","주말","오후","남","2674477"
"2024","창원시 진해구","2분기","주말","오후","여","2142661"
"2024","창원시 진해구","3분기","평일","새벽","남","7246313"
"2024","창원시 진해구","3분기","평일","새벽","여","5832962"
"2024","창원시 진해구","3분기","평일","야간","남","7152018"
"2024","창원시 진해구","3분기","평일","야간","여","5741247"
"2024","창원시 진해구","3분기","평일","오전","남","6780646"
"2024","창원시 진해구","3분기","평일","오전","여","5443377"
"2024","창원시 진해구","3분기","평일","오후","남","6740654"
"2024","창원시 진해구","3분기","평일","오후","여","5316739"
"2024","창원시 진해구","3분기","주말","새벽","남","2854755"
"2024","창원시 진해구","3분기","주말","새벽","여","2331154"
"2024","창원시 진해구","3분기","주말","야간","남","2827173"
"2024","창원시 진해구","3분기","주말","야간","여","2292358"
"2024","창원시 진해구","3분기","주말","오전","남","2745908"
"2024","창원시 진해구","3분기","주말","오전","여","2238287"
"2024","창원시 진해구","3분기","주말","오후","남","2683493"
"2024","창원시 진해구","3분기","주말","오후","여","2153552"
"2024","창원시 진해구","4분기","평일","새벽","남","7285782"
"2024","창원시 진해구","4분기","평일","새벽","여","5826764"
"2024","창원시 진해구","4분기","평일","야간","남","7180377"
"2024","창원시 진해구","4분기","평일","야간","여","5735575"
"2024","창원시 진해구","4분기","평일","오전","여","5437828"
"2024","창원시 진해구","4분기","평일","오전","남","6787448"
"2024","창원시 진해구","4분기","평일","오후","남","6743686"
"2024","창원시 진해구","4분기","평일","오후","여","5305297"
"2024","창원시 진해구","4분기","주말","새벽","남","2861464"
"2024","창원시 진해구","4분기","주말","새벽","여","2320550"
"2024","창원시 진해구","4분기","주말","야간","남","2824630"
"2024","창원시 진해구","4분기","주말","야간","여","2282718"
"2024","창원시 진해구","4분기","주말","오전","남","2746845"
"2024","창원시 진해구","4분기","주말","오전","여","2222586"
"2024","창원시 진해구","4분기","주말","오후","남","2673206"
"2024","창원시 진해구","4분기","주말","오후","여","2129862"
"2024","통영시","1분기","평일","새벽","남","5487776"
"2024","통영시","1분기","평일","새벽","여","5103498"
"2024","통영시","1분기","평일","야간","남","5528591"
"2024","통영시","1분기","평일","야간","여","5140201"
"2024","통영시","1분기","평일","오전","남","5321041"
"2024","통영시","1분기","평일","오전","여","5080742"
"2024","통영시","1분기","평일","오후","남","5357255"
"2024","통영시","1분기","평일","오후","여","5114681"
"2024","통영시","1분기","주말","새벽","남","2314779"
"2024","통영시","1분기","주말","새벽","여","2142424"
"2024","통영시","1분기","주말","야간","남","2291034"
"2024","통영시","1분기","주말","야간","여","2120952"
"2024","통영시","1분기","주말","오전","남","2301964"
"2024","통영시","1분기","주말","오전","여","2137202"
"2024","통영시","1분기","주말","오후","남","2306745"
"2024","통영시","1분기","주말","오후","여","2150004"
"2024","통영시","2분기","평일","새벽","남","5413583"
"2024","통영시","2분기","평일","새벽","여","5037786"
"2024","통영시","2분기","평일","야간","남","5432664"
"2024","통영시","2분기","평일","야간","여","5066502"
"2024","통영시","2분기","평일","오전","남","5215171"
"2024","통영시","2분기","평일","오전","여","5020924"
"2024","통영시","2분기","평일","오후","남","5244950"
"2024","통영시","2분기","평일","오후","여","5048077"
"2024","통영시","2분기","주말","새벽","남","2320213"
"2024","통영시","2분기","주말","새벽","여","2130888"
"2024","통영시","2분기","주말","야간","여","2114447"
"2024","통영시","2분기","주말","야간","남","2275362"
"2024","통영시","2분기","주말","오전","남","2308131"
"2024","통영시","2분기","주말","오전","여","2142307"
"2024","통영시","2분기","주말","오후","여","2152825"
"2024","통영시","2분기","주말","오후","남","2301632"
"2024","통영시","3분기","평일","새벽","남","5545346"
"2024","통영시","3분기","평일","새벽","여","5170744"
"2024","통영시","3분기","평일","야간","남","5547377"
"2024","통영시","3분기","평일","야간","여","5179559"
"2024","통영시","3분기","평일","오전","남","5342709"
"2024","통영시","3분기","평일","오전","여","5135823"
"2024","통영시","3분기","평일","오후","남","5354702"
"2024","통영시","3분기","평일","오후","여","5144020"
"2024","통영시","3분기","주말","새벽","남","2347516"
"2024","통영시","3분기","주말","새벽","여","2149930"
"2024","통영시","3분기","주말","야간","남","2325863"
"2024","통영시","3분기","주말","야간","여","2150109"
"2024","통영시","3분기","주말","오전","남","2304870"
"2024","통영시","3분기","주말","오전","여","2144618"
"2024","통영시","3분기","주말","오후","남","2294626"
"2024","통영시","3분기","주말","오후","여","2142765"
"2024","통영시","4분기","평일","새벽","남","5355315"
"2024","통영시","4분기","평일","새벽","여","5020898"
"2024","통영시","4분기","평일","야간","남","5372552"
"2024","통영시","4분기","평일","야간","여","5049170"
"2024","통영시","4분기","평일","오전","남","5159677"
"2024","통영시","4분기","평일","오전","여","4995713"
"2024","통영시","4분기","평일","오후","남","5192475"
"2024","통영시","4분기","평일","오후","여","5023766"
"2024","통영시","4분기","주말","새벽","남","2295107"
"2024","통영시","4분기","주말","새벽","여","2114773"
"2024","통영시","4분기","주말","야간","남","2253045"
"2024","통영시","4분기","주말","야간","여","2089116"
"2024","통영시","4분기","주말","오전","남","2303414"
"2024","통영시","4분기","주말","오전","여","2120512"
"2024","통영시","4분기","주말","오후","남","2289800"
"2024","통영시","4분기","주말","오후","여","2121319"
"2024","하동군","1분기","평일","새벽","남","1416838"
"2024","하동군","1분기","평일","새벽","여","1375627"
"2024","하동군","1분기","평일","야간","남","1437125"
"2024","하동군","1분기","평일","야간","여","1392815"
"2024","하동군","1분기","평일","오전","남","1552954"
"2024","하동군","1분기","평일","오전","여","1454538"
"2024","하동군","1분기","평일","오후","남","1609722"
"2024","하동군","1분기","평일","오후","여","1519438"
"2024","하동군","1분기","주말","새벽","남","635984"
"2024","하동군","1분기","주말","새벽","여","634478"
"2024","하동군","1분기","주말","야간","남","616334"
"2024","하동군","1분기","주말","야간","여","610773"
"2024","하동군","1분기","주말","오전","남","697385"
"2024","하동군","1분기","주말","오전","여","699074"
"2024","하동군","1분기","주말","오후","남","725129"
"2024","하동군","1분기","주말","오후","여","733673"
"2024","하동군","2분기","평일","새벽","남","1412625"
"2024","하동군","2분기","평일","새벽","여","1379110"
"2024","하동군","2분기","평일","야간","남","1426375"
"2024","하동군","2분기","평일","야간","여","1390786"
"2024","하동군","2분기","평일","오전","남","1563013"
"2024","하동군","2분기","평일","오전","여","1464544"
"2024","하동군","2분기","평일","오후","남","1604724"
"2024","하동군","2분기","평일","오후","여","1513333"
"2024","하동군","2분기","주말","새벽","남","626007"
"2024","하동군","2분기","주말","새벽","여","628717"
"2024","하동군","2분기","주말","야간","남","622162"
"2024","하동군","2분기","주말","야간","여","622981"
"2024","하동군","2분기","주말","오전","여","682891"
"2024","하동군","2분기","주말","오전","남","687393"
"2024","하동군","2분기","주말","오후","여","716133"
"2024","하동군","2분기","주말","오후","남","710314"
"2024","하동군","3분기","평일","새벽","남","1472500"
"2024","하동군","3분기","평일","새벽","여","1432878"
"2024","하동군","3분기","평일","야간","남","1478648"
"2024","하동군","3분기","평일","야간","여","1430440"
"2024","하동군","3분기","평일","오전","남","1605987"
"2024","하동군","3분기","평일","오전","여","1493010"
"2024","하동군","3분기","평일","오후","남","1636138"
"2024","하동군","3분기","평일","오후","여","1522802"
"2024","하동군","3분기","주말","새벽","남","646432"
"2024","하동군","3분기","주말","새벽","여","634106"
"2024","하동군","3분기","주말","야간","남","645294"
"2024","하동군","3분기","주말","야간","여","632568"
"2024","하동군","3분기","주말","오전","남","702032"
"2024","하동군","3분기","주말","오전","여","674050"
"2024","하동군","3분기","주말","오후","남","719793"
"2024","하동군","3분기","주말","오후","여","700420"
"2024","하동군","4분기","평일","새벽","남","1384382"
"2024","하동군","4분기","평일","새벽","여","1328372"
"2024","하동군","4분기","평일","야간","남","1396418"
"2024","하동군","4분기","평일","야간","여","1337092"
"2024","하동군","4분기","평일","오전","남","1522061"
"2024","하동군","4분기","평일","오전","여","1392004"
"2024","하동군","4분기","평일","오후","남","1553993"
"2024","하동군","4분기","평일","오후","여","1427526"
"2024","하동군","4분기","주말","새벽","남","608568"
"2024","하동군","4분기","주말","새벽","여","603086"
"2024","하동군","4분기","주말","야간","남","597202"
"2024","하동군","4분기","주말","야간","여","585365"
"2024","하동군","4분기","주말","오전","남","663603"
"2024","하동군","4분기","주말","오전","여","647644"
"2024","하동군","4분기","주말","오후","남","681949"
"2024","하동군","4분기","주말","오후","여","672142"
"2024","함안군","1분기","평일","새벽","남","3317077"
"2024","함안군","1분기","평일","새벽","여","2654577"
"2024","함안군","1분기","평일","야간","남","3409437"
"2024","함안군","1분기","평일","야간","여","2678299"
"2024","함안군","1분기","평일","오전","남","4134132"
"2024","함안군","1분기","평일","오전","여","2868341"
"2024","함안군","1분기","평일","오후","남","4181311"
"2024","함안군","1분기","평일","오후","여","2894117"
"2024","함안군","1분기","주말","새벽","남","1311103"
"2024","함안군","1분기","주말","새벽","여","1088111"
"2024","함안군","1분기","주말","야간","남","1322591"
"2024","함안군","1분기","주말","야간","여","1105054"
"2024","함안군","1분기","주말","오전","남","1466418"
"2024","함안군","1분기","주말","오전","여","1172790"
"2024","함안군","1분기","주말","오후","남","1481190"
"2024","함안군","1분기","주말","오후","여","1200364"
"2024","함안군","2분기","평일","새벽","남","3323691"
"2024","함안군","2분기","평일","새벽","여","2634315"
"2024","함안군","2분기","평일","야간","남","3416125"
"2024","함안군","2분기","평일","야간","여","2665776"
"2024","함안군","2분기","평일","오전","여","2907185"
"2024","함안군","2분기","평일","오전","남","4236675"
"2024","함안군","2분기","평일","오후","남","4269856"
"2024","함안군","2분기","평일","오후","여","2942701"
"2024","함안군","2분기","주말","새벽","남","1309032"
"2024","함안군","2분기","주말","새벽","여","1074939"
"2024","함안군","2분기","주말","야간","남","1335267"
"2024","함안군","2분기","주말","야간","여","1111726"
"2024","함안군","2분기","주말","오전","남","1511319"
"2024","함안군","2분기","주말","오전","여","1201681"
"2024","함안군","2분기","주말","오후","남","1528069"
"2024","함안군","2분기","주말","오후","여","1243449"
"2024","함안군","3분기","평일","새벽","남","3365980"
"2024","함안군","3분기","평일","새벽","여","2658782"
"2024","함안군","3분기","평일","야간","남","3460280"
"2024","함안군","3분기","평일","야간","여","2682763"
"2024","함안군","3분기","평일","오전","남","4262357"
"2024","함안군","3분기","평일","오전","여","2912167"
"2024","함안군","3분기","평일","오후","여","2932196"
"2024","함안군","3분기","평일","오후","남","4300523"
"2024","함안군","3분기","주말","새벽","여","1072468"
"2024","함안군","3분기","주말","새벽","남","1314037"
"2024","함안군","3분기","주말","야간","남","1329595"
"2024","함안군","3분기","주말","야간","여","1097286"
"2024","함안군","3분기","주말","오전","남","1504596"
"2024","함안군","3분기","주말","오전","여","1173959"
"2024","함안군","3분기","주말","오후","남","1490566"
"2024","함안군","3분기","주말","오후","여","1186161"
"2024","함안군","4분기","평일","새벽","남","3352723"
"2024","함안군","4분기","평일","새벽","여","2614785"
"2024","함안군","4분기","평일","야간","남","3441600"
"2024","함안군","4분기","평일","야간","여","2639071"
"2024","함안군","4분기","평일","오전","여","2875064"
"2024","함안군","4분기","평일","오전","남","4280879"
"2024","함안군","4분기","평일","오후","남","4316104"
"2024","함안군","4분기","평일","오후","여","2891787"
"2024","함안군","4분기","주말","새벽","남","1306659"
"2024","함안군","4분기","주말","새벽","여","1063091"
"2024","함안군","4분기","주말","야간","남","1336409"
"2024","함안군","4분기","주말","야간","여","1100278"
"2024","함안군","4분기","주말","오전","남","1499911"
"2024","함안군","4분기","주말","오전","여","1176544"
"2024","함안군","4분기","주말","오후","남","1524791"
"2024","함안군","4분기","주말","오후","여","1222589"
"2024","함양군","1분기","평일","새벽","여","1653176"
"2024","함양군","1분기","평일","새벽","남","1694608"
"2024","함양군","1분기","평일","야간","남","1716988"
"2024","함양군","1분기","평일","야간","여","1666507"
"2024","함양군","1분기","평일","오전","남","1765363"
"2024","함양군","1분기","평일","오전","여","1678468"
"2024","함양군","1분기","평일","오후","남","1785497"
"2024","함양군","1분기","평일","오후","여","1686589"
"2024","함양군","1분기","주말","새벽","남","716242"
"2024","함양군","1분기","주말","새벽","여","711107"
"2024","함양군","1분기","주말","야간","여","700905"
"2024","함양군","1분기","주말","야간","남","707583"
"2024","함양군","1분기","주말","오전","남","750618"
"2024","함양군","1분기","주말","오전","여","736378"
"2024","함양군","1분기","주말","오후","남","752159"
"2024","함양군","1분기","주말","오후","여","733329"
"2024","함양군","2분기","평일","새벽","남","1712198"
"2024","함양군","2분기","평일","새벽","여","1665445"
"2024","함양군","2분기","평일","야간","남","1728664"
"2024","함양군","2분기","평일","야간","여","1677743"
"2024","함양군","2분기","평일","오전","남","1808750"
"2024","함양군","2분기","평일","오전","여","1716417"
"2024","함양군","2분기","평일","오후","남","1822857"
"2024","함양군","2분기","평일","오후","여","1727324"
"2024","함양군","2분기","주말","새벽","여","731791"
"2024","함양군","2분기","주말","새벽","남","734925"
"2024","함양군","2분기","주말","야간","남","736812"
"2024","함양군","2분기","주말","야간","여","731122"
"2024","함양군","2분기","주말","오전","남","789985"
"2024","함양군","2분기","주말","오전","여","778374"
"2024","함양군","2분기","주말","오후","남","795885"
"2024","함양군","2분기","주말","오후","여","784730"
"2024","함양군","3분기","평일","새벽","남","1777989"
"2024","함양군","3분기","평일","새벽","여","1733074"
"2024","함양군","3분기","평일","야간","남","1792271"
"2024","함양군","3분기","평일","야간","여","1739354"
"2024","함양군","3분기","평일","오전","여","1784633"
"2024","함양군","3분기","평일","오전","남","1870711"
"2024","함양군","3분기","평일","오후","남","1898751"
"2024","함양군","3분기","평일","오후","여","1808621"
"2024","함양군","3분기","주말","새벽","남","766849"
"2024","함양군","3분기","주말","새벽","여","748934"
"2024","함양군","3분기","주말","야간","여","750218"
"2024","함양군","3분기","주말","야간","남","768521"
"2024","함양군","3분기","주말","오전","남","840318"
"2024","함양군","3분기","주말","오전","여","809699"
"2024","함양군","3분기","주말","오후","남","859165"
"2024","함양군","3분기","주말","오후","여","830269"
"2024","함양군","4분기","평일","새벽","남","1650299"
"2024","함양군","4분기","평일","새벽","여","1621273"
"2024","함양군","4분기","평일","야간","남","1667993"
"2024","함양군","4분기","평일","야간","여","1638857"
"2024","함양군","4분기","평일","오전","남","1744570"
"2024","함양군","4분기","평일","오전","여","1673828"
"2024","함양군","4분기","평일","오후","남","1761478"
"2024","함양군","4분기","평일","오후","여","1691438"
"2024","함양군","4분기","주말","새벽","남","698873"
"2024","함양군","4분기","주말","새벽","여","704334"
"2024","함양군","4분기","주말","야간","남","697847"
"2024","함양군","4분기","주말","야간","여","697168"
"2024","함양군","4분기","주말","오전","남","756089"
"2024","함양군","4분기","주말","오전","여","755130"
"2024","함양군","4분기","주말","오후","남","760600"
"2024","함양군","4분기","주말","오후","여","757086"
"2024","합천군","1분기","평일","새벽","남","1742009"
"2024","합천군","1분기","평일","새벽","여","1565722"
"2024","합천군","1분기","평일","야간","남","1756240"
"2024","합천군","1분기","평일","야간","여","1568700"
"2024","합천군","1분기","평일","오전","남","1832589"
"2024","합천군","1분기","평일","오전","여","1590938"
"2024","합천군","1분기","평일","오후","남","1858118"
"2024","합천군","1분기","평일","오후","여","1603820"
"2024","합천군","1분기","주말","새벽","남","762702"
"2024","합천군","1분기","주말","새벽","여","700774"
"2024","합천군","1분기","주말","야간","남","732018"
"2024","합천군","1분기","주말","야간","여","673872"
"2024","합천군","1분기","주말","오전","여","730688"
"2024","합천군","1분기","주말","오전","남","811252"
"2024","합천군","1분기","주말","오후","여","740170"
"2024","합천군","1분기","주말","오후","남","817415"
"2024","합천군","2분기","평일","새벽","남","1804973"
"2024","합천군","2분기","평일","새벽","여","1608350"
"2024","합천군","2분기","평일","야간","남","1804309"
"2024","합천군","2분기","평일","야간","여","1602161"
"2024","합천군","2분기","평일","오전","남","1956459"
"2024","합천군","2분기","평일","오전","여","1694848"
"2024","합천군","2분기","평일","오후","남","1979388"
"2024","합천군","2분기","평일","오후","여","1722026"
"2024","합천군","2분기","주말","새벽","여","728718"
"2024","합천군","2분기","주말","새벽","남","792173"
"2024","합천군","2분기","주말","야간","여","724545"
"2024","합천군","2분기","주말","야간","남","785300"
"2024","합천군","2분기","주말","오전","여","801956"
"2024","합천군","2분기","주말","오전","남","877768"
"2024","합천군","2분기","주말","오후","남","896371"
"2024","합천군","2분기","주말","오후","여","831249"
"2024","합천군","3분기","평일","새벽","남","1810409"
"2024","합천군","3분기","평일","새벽","여","1608734"
"2024","합천군","3분기","평일","야간","남","1810434"
"2024","합천군","3분기","평일","야간","여","1603900"
"2024","합천군","3분기","평일","오전","남","1931532"
"2024","합천군","3분기","평일","오전","여","1653511"
"2024","합천군","3분기","평일","오후","남","1941601"
"2024","합천군","3분기","평일","오후","여","1664226"
"2024","합천군","3분기","주말","새벽","남","766187"
"2024","합천군","3분기","주말","새벽","여","693353"
"2024","합천군","3분기","주말","야간","여","695978"
"2024","합천군","3분기","주말","야간","남","769022"
"2024","합천군","3분기","주말","오전","여","733564"
"2024","합천군","3분기","주말","오전","남","839194"
"2024","합천군","3분기","주말","오후","남","839322"
"2024","합천군","3분기","주말","오후","여","749302"
"2024","합천군","4분기","평일","새벽","여","1511266"
"2024","합천군","4분기","평일","새벽","남","1697895"
"2024","합천군","4분기","평일","야간","남","1702458"
"2024","합천군","4분기","평일","야간","여","1515205"
"2024","합천군","4분기","평일","오전","남","1833536"
"2024","합천군","4분기","평일","오전","여","1576882"
"2024","합천군","4분기","평일","오후","여","1602162"
"2024","합천군","4분기","평일","오후","남","1853604"
"2024","합천군","4분기","주말","새벽","여","678040"
"2024","합천군","4분기","주말","새벽","남","731454"
"2024","합천군","4분기","주말","야간","여","659023"
"2024","합천군","4분기","주말","야간","남","714063"
"2024","합천군","4분기","주말","오전","남","810127"
"2024","합천군","4분기","주말","오전","여","739792"
"2024","합천군","4분기","주말","오후","여","769995"
"2024","합천군","4분기","주말","오후","남","829732"
